,Predictor,Category,Data-coding,Source,Field ID,Transformation1,AOU Question,Unnamed: 6,AOU Answers,Question Concept ID,Answer ID,TERTILES,TERTILE_Answer,TIME TAKEN ,Transformation2,Notes
385,Duration.walking.for.pleasure...Instance.0_4,Lifestyle and environment,4 : Between 1 hour and 1½ hours,Questionnaire/Interview at recruitment ,981,One-Hot-Encoding ,,,,,,,,,,
386,Duration.walking.for.pleasure...Instance.0_5,Lifestyle and environment,5 : Between 1½ hours and 2 hours,Questionnaire/Interview at recruitment ,981,One-Hot-Encoding ,,,,,,,,,,
387,Duration.walking.for.pleasure...Instance.0_6,Lifestyle and environment,6 : Between 2 and 3 hours,Questionnaire/Interview at recruitment ,981,One-Hot-Encoding ,,,,,,,,,,
388,Duration.walking.for.pleasure...Instance.0_7,Lifestyle and environment,7 : Over 3 hours,Questionnaire/Interview at recruitment ,981,One-Hot-Encoding ,,,,,,,,,,
389,Ease.of.skin.tanning...Instance.0_1,Lifestyle and environment,1 : Get very tanned,Questionnaire/Interview at recruitment ,1727,One-Hot-Encoding ,,,,,,,,,,
390,Ease.of.skin.tanning...Instance.0_2,Lifestyle and environment,2 : Get moderately tanned,Questionnaire/Interview at recruitment ,1727,One-Hot-Encoding ,,,,,,,,,,
391,Ease.of.skin.tanning...Instance.0_3,Lifestyle and environment,3 : Get mildly or occasionally tanned,Questionnaire/Interview at recruitment ,1727,One-Hot-Encoding ,,,,,,,,,,
392,Ease.of.skin.tanning...Instance.0_4,Lifestyle and environment,"4 : Never tan, only burn",Questionnaire/Interview at recruitment ,1727,One-Hot-Encoding ,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Ethnic.background...Instance.0_1,Sociodemographics,1 : White,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,,1586155,,,,,1,
,Ethnic.background...Instance.0_1001,Sociodemographics,1 : British,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585339,,,,1,
,Ethnic.background...Instance.0_1002,Sociodemographics,2 : Irish,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585338,,,,1,
,Ethnic.background...Instance.0_999,Sociodemographics,1 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585337,,,,1,
,Ethnic.background...Instance.0_1000,Sociodemographics,1 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585335,,,,1,
,Ethnic.background...Instance.0_1000,Sociodemographics,1 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585343,,,,,
,Ethnic.background...Instance.0_1000,Sociodemographics,1 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585334,,,,,
,Ethnic.background...Instance.0_1000,Sociodemographics,1 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585333,,,,,
,Ethnic.background...Instance.0_1000,Sociodemographics,1 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585342,,,,1,
,Ethnic.background...Instance.0_1000,Sociodemographics,2 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585340,,,,1,
,Ethnic.background...Instance.0_1000,Sociodemographics,2 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585336,,,,,
,Ethnic.background...Instance.0_1003,Sociodemographics,3 : Any other white background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586155,1585341,,,,1,
,Ethnic.background...Instance.0_2,Sociodemographics,2 : Mixed,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,,1586140,,,,,1,
,Ethnic.background...Instance.0_2001,Sociodemographics,1 : White and Black Caribbean,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,,,,,,1,
,Ethnic.background...Instance.0_2002,Sociodemographics,2 : White and Black African,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,,,,,,1,
,Ethnic.background...Instance.0_2003,Sociodemographics,3 : White and Asian,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,,,,,,1,
,Ethnic.background...Instance.0_2004,Sociodemographics,4 : Any other mixed background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,,,,,,,
,Ethnic.background...Instance.0_3,Sociodemographics,3 : Asian or Asian British,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,,1586151,,,,,,
,Ethnic.background...Instance.0_3001,Sociodemographics,1 : Indian,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585609,,,,1,
,Ethnic.background...Instance.0_3002,Sociodemographics,2 : Pakistani,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585610,,,,1,
,Ethnic.background...Instance.0_3003,Sociodemographics,3 : Bangladeshi,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,,,,,1,
,Ethnic.background...Instance.0_3004,,3 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585607,,,,1,
,Ethnic.background...Instance.0_3004,,2 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585611,,,,1,
,Ethnic.background...Instance.0_3004,,1 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585612,,,,1,
,Ethnic.background...Instance.0_3004,,0 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585614,,,,1,
,Ethnic.background...Instance.0_3004,,1 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585613,,,,1,
,Ethnic.background...Instance.0_3004,,2 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585605,,,,1,
,Ethnic.background...Instance.0_3004,,3 : Any other Asian background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585608,,,,1,
,Ethnic.background...Instance.0_4,Sociodemographics,4 : Black or Black British,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,"Which categories describe you? Select all that apply. Note, you may select more than one group.",,,1586152,1585621,,,,1,
393,Ethnic.background...Instance.0_4001,Sociodemographics,1 : Caribbean,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585616,,,,1,
394,Ethnic.background...Instance.0_4002,Sociodemographics,2 : African,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585621,,,,1,
394,Ethnic.background...Instance.0_4002,Sociodemographics,2 : African,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585626,,,,1,
395,Ethnic.background...Instance.0_4002,Sociodemographics,2 : African,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585624,,,,1,
396,Ethnic.background...Instance.0_4001,Sociodemographics,Caribbean,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585617,,,,1,
397,Ethnic.background...Instance.0_4003,Sociodemographics,Any other Black Background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585622,,,,1,
398,Ethnic.background...Instance.0_4003,Sociodemographics,Any other Black Background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585623,,,,1,
399,Ethnic.background...Instance.0_4003,Sociodemographics,Any other Black Background,,21000,One-Hot-Encoding,,,,1586152,1585620,,,,1,
400,Ethnic.background...Instance.0_4003,Sociodemographics,Any other Black Background,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586152,1585627,,,,1,
401,Ethnic.background...Instance.0_5,Sociodemographics,Chinese,Questionnaire/Interview at recruitment,21000,One-Hot-Encoding,,,,1586151,1585606,,,,1,
423,Ever.depressed.for.a.whole.week...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,4598,Boolean,,,,,,,,,,
424,Ever.depressed.for.a.whole.week...Instance.0_1,,1 : Yes,Questionnaire/Interview at recruitment ,4598,Boolean,,,,,,,,,,
425,Ever.had.bowel.cancer.screening...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,2345,Boolean,,,,,,,,,,
426,Ever.had.bowel.cancer.screening...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,2345,Boolean,,,,,,,,,,
427,Ever.had.breast.cancer.screening...mammogram...Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,2674,Boolean,,,,,,,,,,
428,Ever.had.breast.cancer.screening...mammogram...Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,2674,Boolean,,,,,,,,,,
429,Ever.had.cervical.smear.test...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,2694,Boolean,,,,,,,,,,
430,Ever.had.cervical.smear.test...Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,2694,Boolean,,,,,,,,,,
431,Ever.had.hysterectomy..womb.removed....Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,3591,Boolean,"Have you ever had a hysterectomy (that is, surgery to remove your uterus or womb)? (1585791)",,Hysterectomy History: No,1585791,1585793,,,,1,
432,Ever.had.hysterectomy..womb.removed....Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,3591,Boolean,"Have you ever had a hysterectomy (that is, surgery to remove your uterus or womb)? (1585791)",,Hysterectomy History: Yes,1585791,1585792,,,,0,
433,Ever.had.hysterectomy..womb.removed....Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,3591,Boolean,"Have you ever had a hysterectomy (that is, surgery to remove your uterus or womb)? (1585791)",,Hysterectomy History: Yes,1585791,1585792,,,,1,
434,Ever.had.hysterectomy..womb.removed....Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,3591,Boolean,"Have you ever had a hysterectomy (that is, surgery to remove your uterus or womb)? (1585791)",,Hysterectomy History: No,1585791,1585793,,,,0,
435,Ever.had.prostate.specific.antigen..PSA..test...Instance.0_0,,1 : Yes,Questionnaire/Interview at recruitment ,2365,Boolean,,,,,,,,,,
436,Ever.had.prostate.specific.antigen..PSA..test...Instance.0_1,,0 : No,Questionnaire/Interview at recruitment ,2365,Boolean,,,,,,,,,,
437,Ever.had.same.sex.intercourse...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,2159,Boolean,Which of the following best represents how you think of yourself?,,"Straight; that is, not gay or lesbian, etc.",1585899,1585900,,,,1,
438,Ever.had.same.sex.intercourse...Instance.0_1,,1 : Yes,Questionnaire/Interview at recruitment ,2159,Boolean,Which of the following best represents how you think of yourself?,,Gay,1585899,1585901,,,,1,
439,Ever.had.same.sex.intercourse...Instance.0_1,,2 : Yes,,2159,,,,Lesbian,1585899,1585902,,,,1,
440,Ever.had.same.sex.intercourse...Instance.0_1,,3 : Yes,,2159,,,,Bisexual,1585899,1585903,,,,1,
441,Ever.had.same.sex.intercourse...Instance.0_1,,4 : Yes,,2159,,,,,,,,,,,
442,Ever.had.stillbirth..spontaneous.miscarriage.or.termination...Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,2774,Boolean,,,,,,,,,,
443,Ever.had.stillbirth..spontaneous.miscarriage.or.termination...Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,2774,Boolean,,,,,,,,,,
444,Ever.highly.irritable.argumentative.for.2.days...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,4653,Boolean,,,,,,,,,,
445,Ever.highly.irritable.argumentative.for.2.days...Instance.0_1,,1 : Yes,Questionnaire/Interview at recruitment ,4653,Boolean,,,,,,,,,,
446,Ever.manic.hyper.for.2.days...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,4642,Boolean,,,,,,,,,,
447,Ever.manic.hyper.for.2.days...Instance.0_1,,1 : Yes,Questionnaire/Interview at recruitment ,4642,Boolean,,,,,,,,,,
448,Ever.stopped.smoking.for.6..months...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,2907,Boolean,,,,,,,,,,
449,Ever.stopped.smoking.for.6..months...Instance.0_1,Lifestyle and environment,1 : Yes,Questionnaire/Interview at recruitment ,2907,Boolean,,,,,,,,,,
450,Ever.taken.oral.contraceptive.pill...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,2784,Boolean,,,,,,,,,,
451,Ever.taken.oral.contraceptive.pill...Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,2784,Boolean,,,,,,,,,,
452,Ever.tried.to.stop.smoking...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,3486,One-Hot-Encoding ,"In the past, have you ever made a serious attempt to quit smoking? That is, have you stopped smoking for at least one day or longer because you were trying to quit?",,Serious Quit Attempt: Attempt Quit Smoking,1585867,1585869,,,,1,
453,Ever.tried.to.stop.smoking...Instance.0_1,Lifestyle and environment,"1 : Yes, tried but was not able to stop or stopped for less than 6 months",Questionnaire/Interview at recruitment ,3486,One-Hot-Encoding ,,,Serious Quit Attempt: No Attempt Quit Smoking,1585867,1585869,,,,1,
454,Ever.tried.to.stop.smoking...Instance.0_2,Lifestyle and environment,"2 : Yes, tried and stopped for at least 6 months",Questionnaire/Interview at recruitment ,3486,One-Hot-Encoding ,,,Serious Quit Attempt: Attempt Quit Smoking,1585867,1585868,,,,1,
455,Ever.tried.to.stop.smoking...Instance.0_2,Lifestyle and environment,,,,,,,Skip,1585867,903079,,,,,
456,Ever.tried.to.stop.smoking...Instance.0_2,Lifestyle and environment,,,,,,,Prefer Not To Answer,,,,,,,
457,Ever.unenthusiastic.disinterested.for.a.whole.week...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,4631,Boolean,,,,,,,,,,
458,Ever.unenthusiastic.disinterested.for.a.whole.week...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,4631,Boolean,,,,,,,,,,
459,Ever.used.hormone.replacement.therapy..HRT....Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,2814,Boolean,,,,,,,,,,
460,Ever.used.hormone.replacement.therapy..HRT....Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,2814,Boolean,,,,,,,,,,
461,Exposure.to.tobacco.smoke.at.home...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1269,Tertiles,,,,,,,,,,
462,Exposure.to.tobacco.smoke.at.home...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1269,Tertiles,,,,,,,,,,
463,Exposure.to.tobacco.smoke.outside.home...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1279,Tertiles,,,,,,,,,,
464,Exposure.to.tobacco.smoke.outside.home...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1279,Tertiles,,,,,,,,,,
465,Eye.problems.disorders...Instance.0_1,Health and medical history,1 : Diabetes related eye disease,Questionnaire/Interview at recruitment ,6148,One-Hot-Encoding ,,,,,,,,,,
